medicine_id,name,category,composition,use_for,price,brand,side_effects,prescription_required
483,Acepolol483,Bronchodilator,Salbutamol 100mcg,Lung Cancer,35.03,PharmaCore,"insomnia, drowsiness, stomach upset",True
484,Vitazol484,Antidiabetic,Amoxicillin 500mg,Prostate Enlargement,35.6,ZenPharm,drowsiness,True
485,Bactoazole485,Antihypertensive,Amoxicillin 500mg,Diabetes,28.08,HealthPlus,"insomnia, dizziness",True
486,Eryzol486,Analgesic,Amlodipine 5mg,Chronic Fatigue Syndrome,68.25,MedicaLife,"drowsiness, insomnia",False
487,Acepin487,Analgesic,Metformin 500mg,Irritable Bowel Syndrome,87.21,BioHeal,"dry mouth, constipation",True
488,Oxaoxetine488,Antidepressant,Losartan 50mg,Chronic Obstructive Pulmonary Disease,38.86,MedicaLife,"palpitations, stomach upset",False
489,Rifacin489,Antacid,Omeprazole 20mg,Aging,30.29,AeroHealth,dry mouth,False
490,Oxastat490,Vitamin,Paracetamol 500mg,Thyroid Disorder,50.82,AeroHealth,"drowsiness, nausea",True
491,Lactopril491,Antipyretic,Cetirizine 10mg,Pregnancy,24.39,NovaMed,"dizziness, stomach upset",True
492,Fluoroxetine492,Bronchodilator,Amlodipine 5mg,Chronic Fatigue Syndrome,53.38,CuraPharm,"nausea, photosensitivity, stomach upset",False
493,Bactovir493,Antacid,Omeprazole 20mg,Cancer,22.52,MedicaLife,constipation,True
494,Tetrapril494,Antifungal,Azithromycin 250mg,Hepatitis,5.1,HealthPlus,"photosensitivity, dizziness",False
495,Aceppril495,Antiviral,Cetirizine 10mg,Thyroid Disorder,80.91,BioHeal,"vomiting, dizziness",False
496,Napromab496,Analgesic,Losartan 50mg,Stress,91.77,HealthPlus,"dizziness, dry cough",False
497,Lactopril497,Vitamin,Azithromycin 250mg,Stress,43.08,PharmaCore,"dry cough, diarrhea",True
498,Acepsone498,Antihypertensive,Salbutamol 100mcg,PTSD,95.34,HealthPlus,dry cough,True
499,Lactoazole499,Antidepressant,Metformin 500mg,Clotting Disorder,11.74,HealthPlus,"drowsiness, stomach upset, rash",False
500,Acepin500,Vitamin,Losartan 50mg,Chronic Fatigue Syndrome,94.93,NovaMed,"rash, diarrhea, palpitations",False
